1	Jim Carrey	467	5	1.4
2	Tom Hanks	381	4	1.0
3	Sylvester Stallone	343	5	2.8
4	Wesley Snipes	342	6	4.0
5	Denzel Washington	309	5	1.2
6	Mel Gibson	309	4	3.0
7	Bruce Willis	296	5	4.4
8	Meg Ryan	275	4	0.8
9	Harrison Ford	259	3	1.0
10	Sharon Stone	253	5	1.0
11	Bill Pullman	250	3	2.3
12	Brad Pitt	249	4	2.8
13	Sandra Bullock	244	3	1.3
14	Nicole Kidman	237	4	4.3
15	Arnold Schwarzenegger	233	3	1.0
16	Jean-Claude Van Damme	231	5	1.0
17	Jodie Foster	224	3	4.3
18	Clint Eastwood	223	3	1.3
19	Michelle Pfeiffer	223	3	6.7
20	Michael Douglas	221	3	3.3
21	Morgan Freeman	219	3	2.3
22	Demi Moore	219	3	2.7
23	Susan Sarandon	219	3	6.3
24	Julia Roberts	216	3	4.0
25	Whoopi Goldberg	214	4	3.0
26	Charlie Sheen	210	4	7.8
27	Julia Ormond	204	3	3.0
28	Woody Harrelson	202	3	1.7
29	Christina Ricci	202	3	2.0
30	Kevin Costner	199	4	0.8
31	Robert De Niro	197	4	1.3
32	Liam Neeson	195	3	1.3
33	Robin Williams	193	2	1.0
34	Tom Cruise	187	2	1.0
35	Gene Hackman	187	3	2.7
36	Tommy Lee Jones	187	2	6.0
37	Val Kilmer	180	3	2.7
38	Keanu Reeves	172	3	0.7
39	Richard Gere	168	3	4.3
40	James Spader	166	2	6.0
41	Kurt Russell	164	2	5.5
42	Rene Russo	159	2	2.5
43	Hugh Grant	158	2	1.0
44	Nicolas Cage	158	4	1.3
45	Winona Ryder	154	3	3.7
46	Meryl Streep	152	2	6.0
47	Emilio Estevez	149	4	5.8
48	Kevin Kline	141	2	1.5
49	Al Pacino	136	2	1.0
50	Rosie O'Donnell	133	2	5.5
51	Raul Julia	131	2	2.0
52	Steven Seagal	129	2	5.0
53	Sigourney Weaver	129	2	6.5
54	Chris O'Donnell	125	2	3.5
55	Aidan Quinn	120	2	3.0
56	Julianne Moore	119	2	2.5
57	Dennis Quaid	119	3	6.7
58	John Goodman	117	2	2.0
59	Billy Crystal	115	2	1.0
60	Sean Connery	107	2	1.0
61	Sally Field	99	1	2.0
62	Lisa Jakob	99	1	6.0
63	Tim Allen	97	1	1.0
64	Rick Moranis	96	1	2.0
65	Elizabeth Perkins	96	1	3.0
66	Robert Redford	95	1	1.0
67	Pierce Brosnan	95	1	1.0
68	Marisa Tomei	95	2	2.0
69	Jeff Daniels	95	1	2.0
70	Izabella Scorupco	95	1	3.0
71	Famke Janssen	95	1	4.0
72	Daniel Day-Lewis	94	2	0.5
73	Charles Grodin	94	2	6.0
74	Angela Bassett	93	2	2.0
75	Cathy Moriarty	93	1	3.0
76	Eric Idle	93	1	4.0
77	Uma Thurman	91	1	3.0
78	Austin O’Brien	90	2	7.0
79	James Garner	89	1	3.0
80	Andie MacDowell	89	2	6.0
81	Brad Renfro	88	1	10.0
82	Richard Dreyfuss	87	1	1.0
83	Bill Murray	87	1	8.0
84	Jack Lemmon	86	1	1.0
85	Walter Matthau	86	1	2.0
86	Ann-Margret	86	1	3.0
87	Eddie Murphy	85	2	1.0
88	Steve Martin	84	1	1.0
89	Kimberly Williams-Paisley	84	1	4.0
90	Anthony Hopkins	83	1	2.0
91	John Travolta	82	1	1.0
92	Alec Baldwin	82	2	1.0
93	Jack Nicholson	82	1	10.0
94	Tom Berenger	81	2	1.5
95	Melanie Griffith	81	3	2.3
96	John Leguizamo	80	2	2.5
97	Bug Hall	79	1	1.0
98	Travis Tedford	79	1	2.0
99	Kevin Jamal Woods	79	1	3.0
100	Jordan Warkol	79	1	4.0
101	Zachary Mabry	79	1	5.0
102	Ross Bagley	79	1	6.0
103	Courtland Mead	79	1	7.0
104	Sam Saletta	79	1	8.0
105	Brittany Ashton Holmes	79	1	9.0
106	Madeleine Stowe	78	2	6.0
107	Leslie Nielsen	78	1	10.0
108	Dustin Hoffman	77	1	1.0
109	Juliette Lewis	76	1	2.0
110	Whitney Houston	75	1	1.0
111	Loretta Devine	75	1	3.0
112	Lela Rochon	75	1	4.0
113	Mike Myers	75	2	10.0
114	Martin Lawrence	74	1	1.0
115	F. Murray Abraham	74	1	2.0
116	Will Smith	74	1	2.0
117	Téa Leoni	74	1	3.0
118	Art Carney	74	1	3.0
119	Charles Dance	74	1	4.0
120	Frank McRae	74	1	5.0
121	Tom Noonan	74	1	6.0
122	Robert Prosky	74	1	7.0
123	Anthony Quinn	74	1	8.0
124	Mercedes Ruehl	74	1	9.0
125	Trini Alvarado	73	1	3.0
126	Kirsten Dunst	73	1	5.0
127	Claire Danes	73	1	6.0
128	Dana Carvey	73	1	10.0
129	Anjelica Huston	72	1	1.0
130	Christopher Lloyd	72	1	3.0
131	Carol Kane	72	1	5.0
132	Carel Struycken	72	1	6.0
133	Ted Danson	70	1	2.0
134	Alicia Silverstone	68	1	1.0
135	Bette Midler	68	1	1.0
136	Sarah Jessica Parker	68	1	2.0
137	Stacey Dash	68	1	2.0
138	Daniel Stern	68	1	2.0
139	Jon Lovitz	68	1	3.0
140	Kathy Najimy	68	1	3.0
141	Brittany Murphy	68	1	3.0
142	Jack Palance	68	1	4.0
143	Paul Newman	66	1	10.0
144	Michael Keaton	62	1	1.0
145	Glenn Close	62	1	2.0
146	Randy Quaid	62	1	4.0
147	Robert Duvall	62	1	5.0
148	Johnny Depp	61	2	1.5
149	Joe Pesci	60	1	3.0
150	Chevy Chase	59	1	0.0
151	Ethan Hawke	59	1	1.0
152	Vincent Spano	59	1	2.0
153	Josh Hamilton	59	1	3.0
154	Nick Nolte	57	1	10.0
155	Corbin Bernsen	56	1	3.0
156	Tom Guiry	54	1	1.0
157	Mike Vitar	54	1	2.0
158	Patrick Renna	54	1	3.0
159	Chauncey Leopardi	54	1	4.0
160	Marty York	54	1	5.0
161	Brandon Quintin Adams	54	1	6.0
162	Grant Gelt	54	1	7.0
163	Victor DiMattia	54	1	8.0
164	Shane Obedzinski	54	1	9.0
165	Laurence Fishburne	53	1	2.0
166	Patrick Swayze	52	1	2.0
167	Tim Robbins	50	1	1.0
168	Robert Downey, Jr.	50	2	1.5
169	Samuel L. Jackson	49	2	2.0
170	Bridget Fonda	48	1	1.0
171	Ben Stiller	48	2	1.5
172	Debra Winger	47	1	2.0
173	Katherine Heigl	47	1	10.0
174	Tyrin Turner	46	1	1.0
175	Chris Farley	46	1	1.0
176	David Spade	46	1	2.0
177	Mary Stuart Masterson	46	2	6.0
178	Elisabeth Shue	44	1	1.0
179	Jessica Lange	43	1	2.0
180	Kenneth Branagh	42	1	2.0
181	Drew Barrymore	42	3	4.7
182	Antonio Banderas	41	1	2.0
183	Pete Postlethwaite	41	1	2.0
184	Elijah Wood	39	1	1.0
185	Lolita Davidovich	39	1	3.0
186	Ice Cube	38	1	10.0
187	Thora Birch	37	1	2.0
188	Gaby Hoffmann	37	1	3.0
189	Ashleigh Aston Moore	37	1	4.0
190	Rita Wilson	37	1	8.0
191	Sinbad	36	1	1.0
192	Phil Hartman	36	1	2.0
193	Sean Astin	34	1	1.0
194	Adam Sandler	34	1	1.0
195	Bridgette Wilson	34	1	4.0
196	Kiefer Sutherland	31	1	2.0
197	Steve Guttenberg	31	2	10.0
198	Luke Perry	30	1	1.0
199	Dan Aykroyd	29	1	1.0
200	Jane Curtin	29	1	2.0
201	Michelle Burke	29	1	3.0
202	Natalie Portman	28	1	0.0
203	Bob Hoskins	28	1	1.0
204	Minnie Driver	26	1	1.0
205	Warren Beatty	26	1	1.0
206	Annette Bening	26	1	2.0
207	Marlon Brando	24	1	1.0
208	Faye Dunaway	24	1	3.0
209	Massimo Troisi	23	1	1.0
210	Ed Harris	23	1	2.0
211	Richard Attenborough	21	1	1.0
212	Don Johnson	21	1	2.0
213	Alfre Woodard	21	2	4.0
214	Gina Gershon	20	1	1.0
215	Elizabeth Berkley	20	1	3.0
216	Chazz Palminteri	19	1	2.0
217	Lilo Brancato	19	1	3.0
218	Kyra Sedgwick	17	1	3.0
219	Tom Sizemore	17	1	5.0
220	Dolph Lundgren	16	1	2.0
221	Takeshi Kitano	16	1	3.0
222	Anna Chlumsky	16	1	3.0
223	Ice-T	16	1	4.0
224	Dina Meyer	16	1	5.0
225	Alan Arkin	14	1	1.0
226	Holly Hunter	12	1	1.0
227	Kim Basinger	11	1	2.0
228	Michael Madsen	11	1	3.0
229	James Woods	11	1	4.0
230	Michael J. Fox	11	2	10.0
231	Ally Sheedy	10	1	1.0
232	Pauly Shore	10	1	1.0
233	Tia Carrere	10	1	2.0
234	Nigel Hawthorne	8	1	10.0
235	Andrew McCarthy	8	1	100.0
236	Kathleen Turner	7	1	10.0
237	John Cusack	6	1	0.0
238	Christian Slater	5	1	1.0
239	Patricia Arquette	5	1	2.0
