1	Bradley Cooper	470	7	2.6
2	Taylor Lautner	369	4	6.0
3	Robert Downey, Jr.	364	5	1.2
4	Robert Pattinson	337	4	2.0
5	Johnny Depp	317	4	1.0
6	Matt Damon	314	8	1.4
7	Daniel Radcliffe	294	3	3.3
8	Emma Watson	294	3	3.7
9	Rupert Grint	294	3	5.0
10	Jude Law	293	4	5.0
11	Kristen Stewart	292	3	1.0
12	Amy Adams	288	4	2.3
13	Jennifer Aniston	271	4	2.3
14	Kevin James	264	4	1.5
15	Zach Galifianakis	264	3	2.7
16	Adam Sandler	256	4	1.0
17	Emma Stone	255	4	2.3
18	Owen Wilson	253	5	2.2
19	Mickey Rourke	235	3	6.0
20	Shia LaBeouf	234	3	1.3
21	Zoe Saldana	234	4	4.5
22	Ben Stiller	231	3	1.3
23	Natalie Portman	220	4	1.5
24	Scarlett Johansson	220	3	4.7
25	Jeff Bridges	217	4	1.5
26	Christian Bale	212	3	1.7
27	Simon Pegg	208	3	4.0
28	Will Ferrell	202	3	1.0
29	Joseph Gordon-Levitt	199	4	1.8
30	Ashton Kutcher	198	4	11.3
31	Sandra Bullock	196	3	1.0
32	Ralph Fiennes	196	2	7.5
33	Leonardo DiCaprio	195	3	1.0
34	Ed Helms	192	2	2.0
35	Steve Carell	191	3	1.0
36	Sam Worthington	191	3	1.3
37	Dwayne Johnson	191	3	1.7
38	Tyler Perry	188	4	6.5
39	Jessica Alba	187	3	2.7
40	George Clooney	185	5	1.0
41	Liam Neeson	185	3	1.0
42	Robert De Niro	184	3	3.7
43	Vin Diesel	179	2	1.0
44	Mark Wahlberg	179	3	1.3
45	Paul Walker	179	2	2.0
46	Geoffrey Rush	179	2	2.5
47	Ryan Reynolds	178	3	1.3
48	Denzel Washington	177	3	1.0
49	Julia Roberts	175	4	5.5
50	Gerard Butler	174	3	2.0
51	Katherine Heigl	174	4	6.8
52	Jason Bateman	169	4	1.5
53	Rachel McAdams	168	4	2.3
54	Cameron Diaz	164	3	1.3
55	Michael Fassbender	160	2	2.5
56	Jeremy Renner	159	2	4.0
57	Hugh Jackman	155	2	1.0
58	Gwyneth Paltrow	155	2	3.5
59	Chris Pine	154	2	1.5
60	Freida Pinto	154	2	3.0
61	Ben Affleck	153	3	1.3
62	Tom Cruise	150	2	1.0
63	Daniel Craig	150	3	1.0
64	Anthony Hopkins	146	3	2.3
65	Nicolas Cage	146	3	3.0
66	Jamie Foxx	145	3	3.3
67	Jesse Eisenberg	143	3	1.3
68	Malin Akerman	142	2	3.5
69	Channing Tatum	141	2	5.5
70	Meryl Streep	140	2	1.0
71	Kristin Davis	140	2	4.0
72	Morgan Freeman	137	3	3.0
73	Abigail Breslin	135	3	13.3
74	Justin Timberlake	134	3	1.7
75	Angelina Jolie	133	2	1.5
76	Micah Sloat	132	2	1.5
77	Katie Featherston	132	2	1.5
78	Anne Hathaway	132	3	5.0
79	Idris Elba	132	2	7.0
80	Brad Pitt	131	2	1.0
81	Robin Williams	126	2	3.5
82	Jennifer Garner	126	3	5.0
83	Marion Cotillard	125	2	2.0
84	Michael Sheen	124	2	4.0
85	Michael Peña	124	2	7.0
86	Jason Segel	122	2	1.5
87	John Cusack	120	2	1.0
