1	Chevy Chase	289	4	7.8
2	Harrison Ford	279	3	1.3
3	Sylvester Stallone	266	4	3.3
4	Clint Eastwood	260	3	0.3
5	Goldie Hawn	251	3	7.3
6	Paul Newman	249	3	10.0
7	John Belushi	217	3	1.3
8	Jane Fonda	198	2	2.0
9	Richard Gere	171	2	10.0
10	Julie Hagerty	170	2	6.0
11	Robert Hays	170	2	6.5
12	Dan Aykroyd	168	2	1.5
13	Robin Williams	167	2	5.5
14	Adrienne King	150	2	1.5
15	William Shatner	141	2	1.5
16	Meryl Streep	141	2	5.5
17	William Hurt	136	2	5.5
18	John Travolta	132	2	10.0
19	Jack Nicholson	127	2	10.0
20	Kirk Douglas	126	2	1.0
21	Kurt Russell	122	2	1.0
22	Julie Andrews	119	2	10.0
23	Al Pacino	116	2	5.5
24	Robert De Niro	115	2	0.0
25	Chuck Norris	105	2	1.5
26	Mark Hamill	100	1	1.0
27	Carrie Fisher	100	1	3.0
28	Henry Thomas	100	1	3.0
29	Karen Allen	100	1	3.0
30	Dustin Hoffman	99	1	1.0
31	Katharine Hepburn	99	1	1.0
32	Lily Tomlin	99	1	2.0
33	Henry Fonda	99	1	2.0
34	Dolly Parton	99	1	3.0
35	Doug McKeon	99	1	4.0
36	Dabney Coleman	99	1	4.0
37	Christopher Reeve	98	1	1.0
38	Bill Murray	97	1	10.0
39	Leonard Nimoy	95	1	2.0
40	DeForest Kelley	95	1	3.0
41	Nick Nolte	94	1	1.0
42	Eddie Murphy	94	1	2.0
43	Roger Moore	93	1	1.0
44	Heather O'Rourke	93	1	6.0
45	Warren Beatty	92	1	1.0
46	Diane Keaton	92	1	2.0
47	Shelley Duvall	90	1	2.0
48	Michael Caine	89	2	1.5
49	Ben Kingsley	89	1	30.0
50	Cheech Marin	86	1	1.0
51	George C. Scott	86	1	1.0
52	Tommy Chong	86	1	2.0
53	Arnold Schwarzenegger	84	1	1.0
54	Harry Crosby	84	1	3.0
55	Laurie Bartram	84	1	4.0
56	Mark Nelson	84	1	5.0
57	Jeannine Taylor	84	1	6.0
58	Ari Lehman	84	1	9.0
59	Robert Redford	83	1	1.0
60	Brooke Shields	83	1	1.0
61	Martin Hewitt	83	1	2.0
62	Sam J. Jones	80	1	1.0
63	Richard Pryor	79	1	1.0
64	John Hurt	79	1	2.0
65	Sean Young	79	1	3.0
66	Sean Penn	76	1	1.0
67	Jennifer Jason Leigh	76	1	2.0
68	Judge Reinhold	76	1	3.0
69	Phoebe Cates	76	1	4.0
70	Brian Backer	76	1	5.0
71	Robert Romanus	76	1	6.0
72	Ray Walston	76	1	7.0
73	Charles Grodin	75	1	3.0
74	Jeff Bridges	75	1	10.0
75	Mel Gibson	72	1	10.0
76	Adrienne Barbeau	70	1	1.0
77	Kathleen Turner	69	1	2.0
78	Christopher George	68	1	1.0
79	Jack Thompson	67	1	2.0
80	Jeremy Irons	67	1	2.0
81	Tom Burlinson	67	1	3.0
82	Sigrid Thornton	67	1	4.0
83	Lorraine Bayly	67	1	5.0
84	Debra Blee	66	1	1.0
85	Val Kline	66	1	2.0
86	Jeana Keough	66	1	3.0
87	Warrington Gillette	66	1	5.0
88	Kenny Rogers	64	1	1.0
89	Diane Lane	64	1	2.0
90	Steve Martin	61	1	1.0
91	Peter O'Toole	60	1	1.0
92	Mark Linn-Baker	60	1	4.0
93	Martin Sheen	59	1	2.0
94	James Farentino	59	1	3.0
95	Charles Bronson	58	1	10.0
96	Steve McQueen	58	1	10.0
97	Tim Conway	57	1	1.0
98	Don Knotts	57	1	2.0
99	David Warner	55	1	2.0
100	Tom Atkins	53	1	1.0
101	Moses Gunn	53	1	1.0
102	Stacey Nelkin	53	1	2.0
103	Howard E. Rollins, Jr.	53	1	2.0
104	Daniel O’Herlihy	53	1	3.0
105	Debbie Allen	53	1	3.0
106	James Cagney	53	1	4.0
107	Pat O'Brien	53	1	5.0
108	Michelle Pfeiffer	52	1	10.0
109	Don Adams	51	1	1.0
110	Dennis Quaid	50	1	10.0
111	Blair Brown	49	1	2.0
112	Steve Guttenberg	47	1	10.0
113	Lee Grant	46	1	1.0
114	Michael Ironside	46	1	3.0
115	Linda Purl	46	1	4.0
116	Jurgen Prochnow	43	1	1.0
117	Deborah Harmon	43	1	4.0
118	Michael Douglas	41	1	10.0
119	Angela Lansbury	39	1	1.0
120	Edward Fox	39	1	2.0
121	Kim Novak	39	1	3.0
122	Rock Hudson	39	1	4.0
123	Geraldine Chaplin	39	1	5.0
124	Tony Curtis	39	1	6.0
125	Elizabeth Taylor	39	1	7.0
126	Woody Allen	37	1	10.0
127	Sissy Spacek	36	1	1.0
128	Eric Roberts	36	1	2.0
129	Pelé	34	1	4.0
