1	Ian McKellen	392	4	2.3
2	Ben Affleck	376	6	1.0
3	Keanu Reeves	324	5	1.4
4	Viggo Mortensen	297	3	4.0
5	Antonio Banderas	285	4	1.0
6	Eddie Murphy	278	5	1.2
7	Nicole Kidman	255	4	1.8
8	Tom Cruise	246	3	1.0
9	Michelle Rodriguez	245	4	2.5
10	Will Smith	243	3	1.7
11	Carla Gugino	236	3	2.0
12	Alexa Vega	236	3	3.0
13	Daryl Sabara	236	3	4.0
14	Renée Zellweger	232	3	2.0
15	Jack Nicholson	232	3	4.3
16	Reese Witherspoon	230	3	1.0
17	Johnny Depp	227	4	1.5
18	Hugh Jackman	226	4	2.3
19	Brad Pitt	221	3	2.3
20	Edward Norton	218	3	2.3
21	Ewan McGregor	214	3	1.3
22	Josh Hartnett	214	4	1.8
23	John Cusack	213	4	4.0
24	Morgan Freeman	208	4	1.5
25	Maggie Smith	203	3	10.7
26	Seann William Scott	202	3	5.3
27	Jackie Chan	200	3	1.0
28	Jude Law	199	3	1.7
29	Elijah Wood	198	2	1.0
30	Julia Roberts	198	3	4.3
31	Daniel Radcliffe	197	2	1.0
32	Rupert Grint	197	2	2.0
33	Emma Watson	197	2	3.0
34	Orlando Bloom	197	2	7.0
35	Catherine Zeta-Jones	189	3	2.0
36	Matt Damon	188	3	1.3
37	Kate Beckinsale	186	3	2.0
38	Tobey Maguire	184	2	1.5
39	Steve Martin	179	2	1.0
40	Cuba Gooding, Jr.	179	4	1.8
41	Will Ferrell	179	3	2.0
42	Jennifer Lopez	179	4	5.5
43	Anthony Hopkins	176	3	1.0
44	Vin Diesel	176	3	1.3
45	Billy Crystal	176	2	2.0
46	Paul Walker	175	3	1.3
47	Jack Black	174	3	1.7
48	Adam Sandler	170	2	1.0
49	Richard Gere	170	3	4.7
50	Mark Wahlberg	169	2	1.0
51	Mike Myers	167	2	1.0
52	Tom Hanks	167	2	1.5
53	Jason Biggs	164	2	1.0
54	Alyson Hannigan	164	2	2.5
55	Thomas Ian Nicholas	164	2	5.0
56	Eddie Kaye Thomas	164	2	8.0
57	Eugene Levy	164	2	9.5
58	Denzel Washington	163	3	1.0
59	Mel Gibson	162	2	1.0
60	Keira Knightley	162	3	4.3
61	Russell Crowe	160	2	1.0
62	Hilary Duff	160	3	2.7
63	Colin Farrell	157	2	3.0
64	Leonardo DiCaprio	156	2	1.0
65	Sandra Bullock	155	3	1.0
66	Shannon Elizabeth	155	3	2.7
67	Alan Rickman	151	2	8.5
68	Anna Faris	148	2	1.0
69	Samuel L. Jackson	146	3	1.7
70	Michael Clarke Duncan	145	2	3.5
71	Patrick Stewart	142	2	1.0
72	Angelina Jolie	142	2	1.0
73	Halle Berry	141	2	1.5
74	Cameron Diaz	141	3	1.7
75	Seth Green	136	2	4.5
76	Matthew Lillard	132	2	3.0
77	Robert De Niro	130	4	1.5
78	Amanda Peet	129	2	4.0
79	Arnold Schwarzenegger	128	2	10.5
80	Hugh Grant	125	2	2.0
81	Michael Caine	124	2	2.0
82	Diane Lane	123	3	1.7
83	Martin Lawrence	122	2	1.0
84	Gwyneth Paltrow	120	2	3.0
85	John Travolta	117	3	1.0
86	Jim Carrey	115	2	1.0
87	Luke Wilson	115	2	3.5
88	Rowan Atkinson	115	3	4.0
89	George Clooney	113	2	1.0
90	Dwayne Johnson	110	2	1.0
91	Vince Vaughn	109	2	2.5
92	Al Pacino	106	2	5.5
93	Haley Joel Osment	103	2	2.0
94	Beyoncé Knowles	102	2	2.0
95	Chris Rock	102	3	3.0
96	Sigourney Weaver	101	2	5.5
97	Gene Hackman	100	3	2.0
98	Robbie Coltrane	100	1	5.0
99	Richard Harris	100	1	8.0
100	Ben Stiller	99	2	2.5
101	John Goodman	98	1	1.0
102	Tommy Lee Jones	98	2	1.0
103	Geoffrey Rush	98	1	2.0
104	Natalie Portman	98	1	2.0
105	Hayden Christensen	98	1	3.0
106	Kenneth Branagh	97	1	4.0
107	Jamie Lee Curtis	96	2	1.0
108	Nia Vardalos	96	1	1.0
109	Billy Bob Thornton	96	2	1.5
110	John Corbett	96	1	2.0
111	Chris Tucker	96	1	2.0
112	Brendan Fraser	95	1	1.0
113	Rachel Weisz	95	1	2.0
114	Arnold Vosloo	95	1	4.0
115	Oded Fehr	95	1	5.0
116	Verne Troyer	94	1	4.0
117	Ice Cube	93	3	1.0
118	Drew Barrymore	93	2	1.5
119	Andy Garcia	93	1	3.0
120	Nick Stahl	93	1	10.0
121	Sam Neill	92	1	1.0
122	William H. Macy	92	1	2.0
123	Téa Leoni	92	1	3.0
124	Alessandro Nivola	92	1	4.0
125	Trevor Morgan	92	1	5.0
126	Michael Jeter	92	1	6.0
127	Bonnie Hunt	91	1	2.0
128	Jennifer Love Hewitt	91	2	2.0
129	Piper Perabo	91	1	3.0
130	Tom Welling	91	1	4.0
131	Pierce Brosnan	89	1	1.0
132	Charlize Theron	89	2	2.0
133	Tim Allen	89	2	5.5
134	Freddie Prinze, Jr.	88	1	1.0
135	Queen Latifah	88	1	2.0
136	Sarah Michelle Gellar	88	1	2.0
137	Linda Cardellini	88	1	4.0
138	Chris Klein	88	1	4.0
139	Natasha Lyonne	88	1	5.0
140	Tara Reid	88	1	7.0
141	Mena Suvari	88	1	9.0
142	Eric Bana	87	1	1.0
143	Anthony Anderson	87	3	3.3
144	Jordana Brewster	87	1	4.0
145	Bill Murray	87	2	4.5
146	Frankie Muniz	86	2	1.0
147	Asia Argento	86	1	2.0
148	Tyrese Gibson	86	1	2.0
149	Diane Keaton	85	1	2.0
150	Jeff Bridges	84	1	1.0
151	Chris Cooper	84	1	3.0
152	Elizabeth Banks	84	1	4.0
153	Alan Cumming	84	1	5.0
154	Naomi Watts	83	1	1.0
155	Julianne Moore	83	2	3.0
156	James Todd Smith	83	1	4.0
157	Julie Andrews	82	1	1.0
158	Anne Hathaway	82	1	2.0
159	Jason Statham	82	2	3.0
160	Ricardo Montalbán	82	1	5.0
161	Rob Schneider	81	2	1.0
162	Winona Ryder	81	1	2.0
163	Ken Watanabe	81	1	3.0
164	Sean Patrick Thomas	81	2	5.0
165	Koyuki Kato	81	1	9.0
166	Robert Duvall	80	2	1.5
167	Lindsay Lohan	80	1	2.0
168	Franka Potente	80	1	2.0
169	Robin Williams	79	2	6.0
170	Eminem	78	1	1.0
171	Nicolas Cage	78	4	5.5
172	Mos Def	78	1	6.0
173	Franky G.	78	1	7.0
174	Jeff Goldblum	77	1	1.0
175	Paul Newman	77	1	2.0
176	Elizabeth Perkins	77	1	2.0
177	Alexander Pollock	77	1	3.0
178	Owen Wilson	77	2	4.5
179	Bruce Willis	76	2	1.0
180	Jodie Foster	76	1	10.0
181	Ralph Fiennes	75	1	2.0
182	Jennifer Garner	74	1	2.0
183	Colin Firth	73	2	2.5
184	Ethan Hawke	72	1	2.0
185	Lucy Alexis Liu	72	1	3.0
186	DMX	71	2	2.0
187	Steven Brand	71	1	2.0
188	Monica Potter	71	1	2.0
189	Kelly Hu	71	1	3.0
190	Amanda Bynes	70	2	2.0
191	Paul Bettany	70	1	2.0
192	Cedric the Entertainer	70	2	6.0
193	Steve Buscemi	70	1	10.0
194	Wesley Snipes	69	1	1.0
195	Regina Hall	69	1	2.0
196	Shawn Wayans	69	1	3.0
197	Marlon Wayans	69	1	4.0
198	Guy Pearce	68	2	1.0
199	Sean Penn	68	1	1.0
200	Tim Robbins	68	1	2.0
201	Kevin Bacon	68	1	3.0
202	Daniel Day-Lewis	66	1	2.0
203	Robert Englund	66	1	6.0
204	Ken Kirzinger	66	1	7.0
205	Eve	65	1	4.0
206	Michael Ealy	65	1	6.0
207	Leonard Howze	65	1	7.0
208	Keith David	65	1	8.0
209	Dennis Quaid	64	1	1.0
210	Andrew Bryniarski	64	1	7.0
211	Robert Redford	63	1	1.0
212	Kevin Costner	63	2	6.0
213	Whoopi Goldberg	63	2	6.0
214	Uma Thurman	61	1	1.0
215	Ashley Judd	61	2	1.0
216	Orlando Jones	60	2	1.5
217	Shia LaBeouf	60	1	10.0
