1	Johnny Depp	343	4	1.0
2	Matt Damon	335	5	1.6
3	Will Ferrell	299	5	1.2
4	Will Smith	276	3	1.0
5	Jessica Alba	263	4	1.8
6	Adam Sandler	255	3	1.0
7	Steve Carell	249	4	1.3
8	Keira Knightley	248	3	2.7
9	Vince Vaughn	242	3	1.3
10	Orlando Bloom	241	4	1.8
11	Denzel Washington	235	4	1.0
12	Nicolas Cage	231	3	1.0
13	Robin Williams	222	4	2.8
14	Tim Allen	218	3	1.0
15	John Travolta	218	3	1.3
16	Jamie Foxx	199	4	1.8
17	Daniel Radcliffe	194	2	1.0
18	Russell Crowe	194	3	1.3
19	Rupert Grint	194	2	2.0
20	Emma Watson	194	2	3.0
21	Bruce Willis	193	5	3.6
22	Nicole Kidman	191	3	4.0
23	Jodie Foster	189	3	1.3
24	Clive Owen	186	4	2.5
25	Tom Cruise	184	2	1.0
26	Natalie Portman	183	3	1.7
27	Sandra Bullock	179	4	1.3
28	AnnaSophia Robb	179	3	6.3
29	Brad Pitt	174	3	1.3
30	Ioan Gruffudd	171	2	1.0
31	Mark Wahlberg	171	4	1.3
32	George Clooney	167	3	1.0
33	Owen Wilson	166	2	1.0
34	Shia LaBeouf	164	2	1.0
35	Burt Reynolds	164	2	3.5
36	Jake Gyllenhaal	160	3	1.3
37	Tom Hanks	157	2	1.0
38	Tyler Perry	157	3	1.0
39	Jack Nicholson	156	2	2.0
40	Steve Martin	151	2	1.0
41	Gerard Butler	145	2	1.5
42	Dakota Fanning	145	3	1.7
43	Jennifer Aniston	144	3	1.7
44	Kate Beckinsale	142	2	1.5
45	Bernie Mac	142	2	3.5
46	Kurt Russell	140	4	2.3
47	Hugh Jackman	137	2	1.0
48	Samuel L. Jackson	135	3	1.3
49	Tobin Bell	133	2	1.0
50	Christian Bale	133	2	1.5
51	Eva Green	132	2	2.0
52	Leonardo DiCaprio	131	2	1.0
53	Ice Cube	130	3	1.0
54	Jack Black	129	2	2.5
55	Ben Stiller	127	2	1.0
56	Reese Witherspoon	127	2	1.5
57	Don Cheadle	127	2	3.5
58	Ewan McGregor	126	2	1.0
59	Jon Heder	125	2	2.5
60	Ralph Fiennes	118	2	3.5
61	Keanu Reeves	112	2	1.0
62	Freddie Highmore	111	2	1.5
63	Ashton Kutcher	110	2	2.0
64	Matthew McConaughey	109	2	1.0
65	Brittany Snow	109	2	3.0
66	Heath Ledger	108	2	1.5
67	Jim Carrey	107	2	1.0
68	Ryan Reynolds	106	3	3.0
69	Mary Elizabeth Winstead	103	2	3.5
70	Andy Garcia	101	2	3.0
71	Tobey Maguire	100	1	1.0
72	Hayden Christensen	100	1	3.0
73	Bill Nighy	100	1	5.0
74	Georgie Henley	99	1	1.0
75	John Cusack	99	2	1.5
76	Skandar Keynes	99	1	2.0
77	William Moseley	99	1	3.0
78	Anna Popplewell	99	1	4.0
79	Tilda Swinton	99	1	5.0
80	Mizuo Peck	99	1	13.0
81	Patrick Gallagher	99	1	14.0
82	Joaquin Phoenix	98	2	1.0
83	Megan Fox	98	1	5.0
84	Geoffrey Rush	97	1	2.0
85	Mark Ruffalo	97	3	2.7
86	Ian McKellen	97	1	3.0
87	Jack Davenport	97	1	5.0
88	Patrick Stewart	97	1	12.0
89	Diane Keaton	96	2	1.0
90	Dwayne Johnson	96	3	1.3
91	Audrey Tautou	96	1	2.0
92	Andy Serkis	96	1	10.0
93	Brandon Routh	95	1	1.0
94	Julia Winter	94	1	13.0
95	Jordon Fry	94	1	14.0
96	Philip Wiegratz	94	1	15.0
97	Daniel Craig	92	1	1.0
98	Jason Lee	92	1	1.0
99	Jonah Hill	92	2	4.5
100	Angelina Jolie	91	1	2.0
101	Jaden Smith	91	1	3.0
102	Kevin Costner	89	3	1.3
103	Chris Rock	89	1	2.0
104	Nelly	89	1	4.0
105	Martin Lawrence	88	1	3.0
106	William H. Macy	88	1	4.0
107	Hilary Swank	87	3	1.0
108	Seth Rogen	87	1	1.0
109	Katherine Heigl	87	1	2.0
110	Elliot Page	86	1	1.0
111	Chris Tucker	85	1	1.0
112	Sacha Baron Cohen	85	1	1.0
113	Jackie Chan	85	1	2.0
114	Vin Diesel	84	1	1.0
115	Meryl Streep	84	1	1.0
116	Anne Hathaway	84	1	2.0
117	Max Thieriot	84	1	5.0
118	Téa Leoni	83	1	2.0
119	Chris Evans	83	1	3.0
120	Michael Chiklis	83	1	4.0
121	Drew Barrymore	82	2	1.5
122	Beyoncé Knowles	82	1	2.0
123	Amy Adams	81	1	1.0
124	Anna Faris	81	1	1.0
125	Regina Hall	81	1	2.0
126	Patrick Dempsey	81	1	2.0
127	James Marsden	81	1	3.0
128	Susan Sarandon	81	1	6.0
129	Sarah Jessica Parker	80	1	2.0
130	Mandy Moore	79	2	2.0
131	Michael Cera	79	1	2.0
132	Christopher Mintz-Plasse	79	1	3.0
133	Jennifer Lopez	78	1	1.0
134	Jane Fonda	78	1	2.0
135	Kevin James	78	1	2.0
136	Jessica Simpson	78	2	2.5
137	Michael Vartan	78	1	3.0
138	Cameron Diaz	77	2	1.0
139	Aleisha Allen	77	1	5.0
140	Philip Bolden	77	1	6.0
141	Catherine Zeta-Jones	76	2	1.5
142	Scarlett Johansson	76	3	2.0
143	Johnny Knoxville	75	1	1.0
144	Seann William Scott	75	1	2.0
145	Willie Nelson	75	1	7.0
146	Ellen Barkin	75	1	7.0
147	Al Pacino	75	1	8.0
148	Paul Walker	74	1	1.0
149	Josh Hutcherson	73	2	1.0
150	Daveigh Chase	72	1	1.0
151	Ana de la Reguera	72	1	2.0
152	Hector Jimenez	72	1	3.0
153	Columbus Short	72	2	3.0
154	Peter Stormare	72	1	4.0
155	Darius A. Rose	72	1	5.0
156	Eddie Murphy	71	1	1.0
157	Kate Hudson	71	1	2.0
158	Matt Dillon	71	1	3.0
159	Ed Speleers	70	1	1.0
160	Morgan Freeman	70	1	2.0
161	Tyrese Gibson	70	1	2.0
162	Toni Collette	70	2	2.5
163	Andre Benjamin	70	1	3.0
164	Garrett Hedlund	70	1	4.0
165	Greg Kinnear	69	2	1.5
166	Benicio del Toro	69	1	2.0
167	Philip Seymour Hoffman	69	2	2.0
168	Madison Pettis	69	1	2.0
169	Mickey Rourke	69	1	3.0
170	Rosario Dawson	69	1	6.0
171	Sean Penn	68	1	2.0
172	Channing Tatum	67	2	1.5
173	Javier Bardem	65	1	2.0
174	Hugo Weaving	65	1	2.0
175	Josh Brolin	65	1	3.0
